Site ID,Site_Name,Pulse Name,Outcome,Breeding Type,Complex Types,Hatch_Date,Window_Type,Call_Type,Window_Day,Window_Start,Window_End,Date,Total_Recordings,Detection_Recordings,Detection_Rate,Had_Recordings,Had_Detections
2059,2017 Rush Ranch,2017 Rush Ranch p2,Successful,Sequential,,05/30/2017,Nestling,Nestling,6,06/03/2017,06/09/2017,06/08/2017,39,23,0.59,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p2,Successful,Sequential,,05/30/2017,Nestling,Nestling,7,06/03/2017,06/09/2017,06/09/2017,39,16,0.41,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Female_Incubation,Female,1,06/20/2017,06/26/2017,06/20/2017,39,12,0.308,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Female_Incubation,Female,2,06/20/2017,06/26/2017,06/21/2017,39,17,0.436,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Female_Incubation,Female,3,06/20/2017,06/26/2017,06/22/2017,39,22,0.564,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Female_Incubation,Female,4,06/20/2017,06/26/2017,06/23/2017,39,9,0.231,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Female_Incubation,Female,5,06/20/2017,06/26/2017,06/24/2017,39,13,0.333,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Female_Incubation,Female,6,06/20/2017,06/26/2017,06/25/2017,39,11,0.282,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Female_Incubation,Female,7,06/20/2017,06/26/2017,06/26/2017,39,6,0.154,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Nestling,Nestling,1,07/03/2017,07/09/2017,07/03/2017,39,1,0.026,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Nestling,Nestling,2,07/03/2017,07/09/2017,07/04/2017,39,8,0.205,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Nestling,Nestling,3,07/03/2017,07/09/2017,07/05/2017,39,3,0.077,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Nestling,Nestling,4,07/03/2017,07/09/2017,07/06/2017,21,4,0.19,Yes,Yes
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Nestling,Nestling,5,07/03/2017,07/09/2017,07/07/2017,0,,,No,No
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Nestling,Nestling,6,07/03/2017,07/09/2017,07/08/2017,0,,,No,No
2059,2017 Rush Ranch,2017 Rush Ranch p3,Successful,Sequential,,06/29/2017,Nestling,Nestling,7,07/03/2017,07/09/2017,07/09/2017,0,,,No,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Female_Incubation,Female,1,05/08/2018,05/14/2018,05/08/2018,39,37,0.949,Yes,Yes
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Female_Incubation,Female,2,05/08/2018,05/14/2018,05/09/2018,39,28,0.718,Yes,Yes
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Female_Incubation,Female,3,05/08/2018,05/14/2018,05/10/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Female_Incubation,Female,4,05/08/2018,05/14/2018,05/11/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Female_Incubation,Female,5,05/08/2018,05/14/2018,05/12/2018,39,22,0.564,Yes,Yes
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Female_Incubation,Female,6,05/08/2018,05/14/2018,05/13/2018,39,23,0.59,Yes,Yes
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Female_Incubation,Female,7,05/08/2018,05/14/2018,05/14/2018,39,12,0.308,Yes,Yes
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Nestling,Nestling,1,05/21/2018,05/27/2018,05/21/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Nestling,Nestling,2,05/21/2018,05/27/2018,05/22/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Nestling,Nestling,3,05/21/2018,05/27/2018,05/23/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Nestling,Nestling,4,05/21/2018,05/27/2018,05/24/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Nestling,Nestling,5,05/21/2018,05/27/2018,05/25/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Nestling,Nestling,6,05/21/2018,05/27/2018,05/26/2018,39,0,0.0,Yes,No
3281,2018 Red Wing Ranch,2018 Yankee Slough Ranch Preserve p1,Abandoned,Unknown,,05/17/2018,Nestling,Nestling,7,05/21/2018,05/27/2018,05/27/2018,39,0,0.0,Yes,No
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Female_Incubation,Female,1,05/17/2018,05/23/2018,05/17/2018,78,12,0.154,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Female_Incubation,Female,2,05/17/2018,05/23/2018,05/18/2018,78,16,0.205,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Female_Incubation,Female,3,05/17/2018,05/23/2018,05/19/2018,78,0,0.0,Yes,No
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Female_Incubation,Female,4,05/17/2018,05/23/2018,05/20/2018,78,11,0.141,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Female_Incubation,Female,5,05/17/2018,05/23/2018,05/21/2018,78,0,0.0,Yes,No
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Female_Incubation,Female,6,05/17/2018,05/23/2018,05/22/2018,78,0,0.0,Yes,No
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Female_Incubation,Female,7,05/17/2018,05/23/2018,05/23/2018,78,0,0.0,Yes,No
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Nestling,Nestling,1,05/30/2018,06/05/2018,05/30/2018,39,1,0.026,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Nestling,Nestling,2,05/30/2018,06/05/2018,05/31/2018,39,2,0.051,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Nestling,Nestling,3,05/30/2018,06/05/2018,06/01/2018,39,7,0.179,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Nestling,Nestling,4,05/30/2018,06/05/2018,06/02/2018,39,5,0.128,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Nestling,Nestling,5,05/30/2018,06/05/2018,06/03/2018,39,4,0.103,Yes,Yes
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Nestling,Nestling,6,05/30/2018,06/05/2018,06/04/2018,39,0,0.0,Yes,No
2719,2018 Rush Ranch,2018 Rush Ranch p1,Successful,Simple,,05/26/2018,Nestling,Nestling,7,05/30/2018,06/05/2018,06/05/2018,39,0,0.0,Yes,No
82621,2018 SJWA WSS,2018 SJWA Little Ramona p1,Abandoned,Unknown,,04/30/2018,Female_Incubation,Female,1,04/21/2018,04/27/2018,04/21/2018,39,7,0.179,Yes,Yes
82621,2018 SJWA WSS,2018 SJWA Little Ramona p1,Abandoned,Unknown,,04/30/2018,Female_Incubation,Female,2,04/21/2018,04/27/2018,04/22/2018,39,0,0.0,Yes,No
82621,2018 SJWA WSS,2018 SJWA Little Ramona p1,Abandoned,Unknown,,04/30/2018,Female_Incubation,Female,3,04/21/2018,04/27/2018,04/23/2018,39,0,0.0,Yes,No
82621,2018 SJWA WSS,2018 SJWA Little Ramona p1,Abandoned,Unknown,,04/30/2018,Female_Incubation,Female,4,04/21/2018,04/27/2018,04/24/2018,39,0,0.0,Yes,No
82621,2018 SJWA WSS,2018 SJWA Little Ramona p1,Abandoned,Unknown,,04/30/2018,Female_Incubation,Female,5,04/21/2018,04/27/2018,04/25/2018,39,0,0.0,Yes,No
82621,2018 SJWA WSS,2018 SJWA Little Ramona p1,Abandoned,Unknown,,04/30/2018,Female_Incubation,Female,6,04/21/2018,04/27/2018,04/26/2018,39,0,0.0,Yes,No
82621,2018 SJWA WSS,2018 SJWA Little Ramona p1,Abandoned,Unknown,,04/30/2018,Female_Incubation,Female,7,04/21/2018,04/27/2018,04/27/2018,39,0,0.0,Yes,No
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Female_Incubation,Female,1,05/21/2019,05/26/2019,05/21/2019,28,2,0.071,Yes,Yes
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Female_Incubation,Female,2,05/21/2019,05/26/2019,05/22/2019,35,4,0.114,Yes,Yes
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Female_Incubation,Female,3,05/21/2019,05/26/2019,05/23/2019,37,11,0.297,Yes,Yes
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Female_Incubation,Female,4,05/21/2019,05/26/2019,05/24/2019,35,5,0.143,Yes,Yes
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Female_Incubation,Female,5,05/21/2019,05/26/2019,05/25/2019,36,2,0.056,Yes,Yes
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Female_Incubation,Female,6,05/21/2019,05/26/2019,05/26/2019,35,1,0.029,Yes,Yes
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Nestling,Nestling,1,06/02/2019,06/08/2019,06/02/2019,37,0,0.0,Yes,No
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Nestling,Nestling,2,06/02/2019,06/08/2019,06/03/2019,33,2,0.061,Yes,Yes
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Nestling,Nestling,3,06/02/2019,06/08/2019,06/04/2019,33,0,0.0,Yes,No
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Nestling,Nestling,4,06/02/2019,06/08/2019,06/05/2019,37,0,0.0,Yes,No
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Nestling,Nestling,5,06/02/2019,06/08/2019,06/06/2019,35,0,0.0,Yes,No
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Nestling,Nestling,6,06/02/2019,06/08/2019,06/07/2019,39,0,0.0,Yes,No
5643,2019 Colusa NWR 27-2,2019 Colusa NWR T27-2S p1,Partially Abandoned,Simple,,05/29/2019,Nestling,Nestling,7,06/02/2019,06/08/2019,06/08/2019,35,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Female_Incubation,Female,1,05/01/2019,05/07/2019,05/01/2019,41,13,0.317,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Female_Incubation,Female,2,05/01/2019,05/07/2019,05/02/2019,41,13,0.317,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Female_Incubation,Female,3,05/01/2019,05/07/2019,05/03/2019,41,19,0.463,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Female_Incubation,Female,4,05/01/2019,05/07/2019,05/04/2019,41,6,0.146,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Female_Incubation,Female,5,05/01/2019,05/07/2019,05/05/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Female_Incubation,Female,6,05/01/2019,05/07/2019,05/06/2019,41,2,0.049,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Female_Incubation,Female,7,05/01/2019,05/07/2019,05/07/2019,41,4,0.098,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Nestling,Nestling,1,05/14/2019,05/20/2019,05/14/2019,41,1,0.024,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Nestling,Nestling,2,05/14/2019,05/20/2019,05/15/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Nestling,Nestling,3,05/14/2019,05/20/2019,05/16/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Nestling,Nestling,4,05/14/2019,05/20/2019,05/17/2019,41,4,0.098,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Nestling,Nestling,5,05/14/2019,05/20/2019,05/18/2019,41,6,0.146,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Nestling,Nestling,6,05/14/2019,05/20/2019,05/19/2019,41,12,0.293,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p1,Successful,Sequential,,05/10/2019,Nestling,Nestling,7,05/14/2019,05/20/2019,05/20/2019,41,12,0.293,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Female_Incubation,Female,1,05/26/2019,06/01/2019,05/26/2019,41,1,0.024,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Female_Incubation,Female,2,05/26/2019,06/01/2019,05/27/2019,40,1,0.025,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Female_Incubation,Female,3,05/26/2019,06/01/2019,05/28/2019,40,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Female_Incubation,Female,4,05/26/2019,06/01/2019,05/29/2019,41,3,0.073,Yes,Yes
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Female_Incubation,Female,5,05/26/2019,06/01/2019,05/30/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Female_Incubation,Female,6,05/26/2019,06/01/2019,05/31/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Female_Incubation,Female,7,05/26/2019,06/01/2019,06/01/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Nestling,Nestling,1,06/08/2019,06/14/2019,06/08/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Nestling,Nestling,2,06/08/2019,06/14/2019,06/09/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Nestling,Nestling,3,06/08/2019,06/14/2019,06/10/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Nestling,Nestling,4,06/08/2019,06/14/2019,06/11/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Nestling,Nestling,5,06/08/2019,06/14/2019,06/12/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Nestling,Nestling,6,06/08/2019,06/14/2019,06/13/2019,41,0,0.0,Yes,No
4455,2019 Creed Road,2019 Denverton Creek p2,Abandoned,Sequential,,06/04/2019,Nestling,Nestling,7,06/08/2019,06/14/2019,06/14/2019,41,0,0.0,Yes,No
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Female_Incubation,Female,1,04/18/2019,04/24/2019,04/18/2019,41,16,0.39,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Female_Incubation,Female,2,04/18/2019,04/24/2019,04/19/2019,41,19,0.463,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Female_Incubation,Female,3,04/18/2019,04/24/2019,04/20/2019,41,4,0.098,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Female_Incubation,Female,4,04/18/2019,04/24/2019,04/21/2019,41,15,0.366,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Female_Incubation,Female,5,04/18/2019,04/24/2019,04/22/2019,41,10,0.244,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Female_Incubation,Female,6,04/18/2019,04/24/2019,04/23/2019,41,13,0.317,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Female_Incubation,Female,7,04/18/2019,04/24/2019,04/24/2019,41,13,0.317,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Nestling,Nestling,1,05/01/2019,05/07/2019,05/01/2019,41,2,0.049,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Nestling,Nestling,2,05/01/2019,05/07/2019,05/02/2019,41,9,0.22,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Nestling,Nestling,3,05/01/2019,05/07/2019,05/03/2019,41,11,0.268,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Nestling,Nestling,4,05/01/2019,05/07/2019,05/04/2019,41,8,0.195,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Nestling,Nestling,5,05/01/2019,05/07/2019,05/05/2019,41,7,0.171,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Nestling,Nestling,6,05/01/2019,05/07/2019,05/06/2019,41,4,0.098,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p1,Successful,Sequential,,04/27/2019,Nestling,Nestling,7,05/01/2019,05/07/2019,05/07/2019,41,11,0.268,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Female_Incubation,Female,1,05/31/2019,06/06/2019,05/31/2019,41,10,0.244,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Female_Incubation,Female,2,05/31/2019,06/06/2019,06/01/2019,41,8,0.195,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Female_Incubation,Female,3,05/31/2019,06/06/2019,06/02/2019,41,2,0.049,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Female_Incubation,Female,4,05/31/2019,06/06/2019,06/03/2019,41,4,0.098,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Female_Incubation,Female,5,05/31/2019,06/06/2019,06/04/2019,41,7,0.171,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Female_Incubation,Female,6,05/31/2019,06/06/2019,06/05/2019,41,10,0.244,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Female_Incubation,Female,7,05/31/2019,06/06/2019,06/06/2019,41,3,0.073,Yes,Yes
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Nestling,Nestling,1,06/13/2019,06/19/2019,06/13/2019,41,0,0.0,Yes,No
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Nestling,Nestling,2,06/13/2019,06/19/2019,06/14/2019,41,0,0.0,Yes,No
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Nestling,Nestling,3,06/13/2019,06/19/2019,06/15/2019,41,0,0.0,Yes,No
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Nestling,Nestling,4,06/13/2019,06/19/2019,06/16/2019,41,0,0.0,Yes,No
4456,2019 Hay Landfill,2019 Hay Landfill p2,Partially Abandoned,Sequential,,06/09/2019,Nestling,Nestling,5,06/13/2019,06/19/2019,06/17/2019,41,0,0.0,Yes,No
